card_transaction_id,card_id,transaction_date,amount_inr,merchant,txn_type
20000839,7000024,2024-11-30,106522.31,Local Store,REFUND
20000840,7000025,2025-05-19,130018.34,Myntra,PURCHASE
20000841,7000025,2024-11-06,18409.77,Local Store,CASH_WITHDRAWAL
20000842,7000025,2024-02-22,82406.37,Local Store,CASH_WITHDRAWAL
20000843,7000025,2024-10-23,110654.57,Flipkart,PURCHASE
20000844,7000025,2024-04-14,198081.05,BigBasket,FEE
20000845,7000025,2023-05-25,7417.34,Flipkart,FEE
20000846,7000025,2023-02-05,9869.36,Uber,CASH_WITHDRAWAL
20000847,7000025,2023-02-09,68029.4,Local Store,REFUND
20000848,7000025,2023-02-14,152568.26,Local Store,PURCHASE
20000849,7000025,2025-11-29,173990.78,Uber,REFUND
20000850,7000025,2025-04-08,171729.13,Uber,PURCHASE
20000851,7000025,2024-10-02,2273.34,Swiggy,REFUND
20000852,7000025,2023-09-10,93099.23,Flipkart,CASH_WITHDRAWAL
20000853,7000025,2023-09-12,94206.16,BigBasket,CASH_WITHDRAWAL
20000854,7000025,2023-05-28,160688.9,Flipkart,REFUND
20000855,7000025,2025-10-09,104929.23,Uber,REFUND
20000856,7000025,2023-08-09,168532.28,Zomato,FEE
20000857,7000025,2023-03-22,79576.78,BigBasket,PURCHASE
20000858,7000025,2023-02-28,18973.35,BigBasket,REFUND
20000859,7000025,2025-03-31,58267.25,Myntra,FEE
20000860,7000025,2024-05-19,17142.7,Amazon,CASH_WITHDRAWAL
20000861,7000025,2023-05-22,98315.0,Zomato,FEE
20000862,7000025,2023-07-25,115590.38,Myntra,REFUND
20000863,7000025,2023-03-15,44932.87,Myntra,PURCHASE
20000864,7000025,2024-12-26,44398.57,Myntra,CASH_WITHDRAWAL
20000865,7000025,2023-11-25,20709.8,Amazon,PURCHASE
20000866,7000025,2023-06-02,129746.67,Zomato,CASH_WITHDRAWAL
20000867,7000025,2024-11-20,150846.3,Myntra,CASH_WITHDRAWAL
20000868,7000025,2026-01-03,129938.39,BigBasket,REFUND
20000869,7000025,2023-09-15,168398.74,Flipkart,CASH_WITHDRAWAL
20000870,7000025,2023-04-07,93853.31,Flipkart,FEE
20000871,7000025,2023-06-30,141112.82,BigBasket,PURCHASE
20000872,7000025,2023-03-05,177351.83,Zomato,CASH_WITHDRAWAL
20000873,7000025,2025-09-28,37240.28,Amazon,CASH_WITHDRAWAL
20000874,7000025,2024-12-11,25480.55,Swiggy,PURCHASE
20000875,7000025,2025-04-03,64669.07,Amazon,CASH_WITHDRAWAL
20000876,7000025,2025-08-22,81495.25,Amazon,REFUND
20000877,7000025,2025-05-14,147829.36,Amazon,REFUND
20000878,7000025,2023-06-18,91735.06,Zomato,REFUND
20000879,7000025,2023-09-07,15153.89,Local Store,FEE
20000880,7000025,2024-01-24,7524.54,Zomato,FEE
20000881,7000025,2024-04-17,150252.31,Flipkart,REFUND
20000882,7000025,2023-08-18,63376.36,Local Store,REFUND
20000883,7000025,2023-07-14,117194.29,Myntra,REFUND
20000884,7000025,2023-03-09,98307.7,Uber,REFUND
20000885,7000025,2024-07-17,76515.8,Myntra,PURCHASE
20000886,7000025,2023-04-07,15917.37,Local Store,PURCHASE
20000887,7000025,2024-03-07,86711.05,Uber,REFUND
20000888,7000026,2023-05-08,197523.48,Flipkart,REFUND
20000889,7000026,2025-07-15,62797.04,Myntra,CASH_WITHDRAWAL
20000890,7000026,2024-01-04,122310.72,Local Store,REFUND
20000891,7000026,2023-04-22,74983.72,BigBasket,FEE
20000892,7000026,2024-03-17,190722.21,Uber,FEE
20000893,7000026,2025-01-01,134999.99,Uber,REFUND
20000894,7000026,2024-07-01,171176.01,Myntra,CASH_WITHDRAWAL
20000895,7000026,2023-12-08,52674.04,Zomato,CASH_WITHDRAWAL
20000896,7000026,2024-05-09,164748.92,Flipkart,CASH_WITHDRAWAL
20000897,7000026,2023-05-07,137201.05,Flipkart,FEE
20000898,7000026,2025-05-13,133736.23,BigBasket,FEE
20000899,7000026,2023-10-19,44979.96,Myntra,PURCHASE
20000900,7000026,2024-08-20,142068.7,Uber,PURCHASE
20000901,7000026,2024-06-19,187762.2,Local Store,CASH_WITHDRAWAL
20000902,7000026,2025-08-03,95657.71,Amazon,PURCHASE
20000903,7000026,2025-06-11,43799.7,Flipkart,FEE
20000904,7000026,2025-08-15,158986.77,Amazon,REFUND
20000905,7000026,2023-09-10,108947.58,Local Store,PURCHASE
20000906,7000026,2025-05-21,88779.92,Flipkart,REFUND
20000907,7000026,2025-04-28,6843.49,BigBasket,REFUND
20000908,7000026,2024-01-26,115916.58,Swiggy,PURCHASE
20000909,7000026,2025-05-07,57262.36,Zomato,PURCHASE
20000910,7000026,2024-10-04,126080.34,Zomato,CASH_WITHDRAWAL
20000911,7000026,2025-10-21,88513.6,Flipkart,CASH_WITHDRAWAL
20000912,7000026,2023-09-15,147068.58,Myntra,CASH_WITHDRAWAL
20000913,7000026,2023-12-29,96590.4,Zomato,PURCHASE
20000914,7000027,2025-08-07,64262.8,Uber,CASH_WITHDRAWAL
20000915,7000027,2024-09-09,167845.44,Myntra,REFUND
20000916,7000027,2025-01-10,117757.45,Uber,PURCHASE
20000917,7000027,2023-12-20,160572.92,Flipkart,PURCHASE
20000918,7000027,2025-11-22,85228.25,Local Store,PURCHASE
20000919,7000027,2023-12-26,138128.87,Amazon,CASH_WITHDRAWAL
20000920,7000027,2024-11-06,32216.06,BigBasket,CASH_WITHDRAWAL
20000921,7000027,2023-05-28,105733.54,Swiggy,CASH_WITHDRAWAL
20000922,7000027,2026-01-09,22439.97,BigBasket,PURCHASE
20000923,7000027,2025-07-09,186869.82,Uber,CASH_WITHDRAWAL
20000924,7000027,2024-07-17,138753.53,Local Store,FEE
20000925,7000027,2024-07-10,3655.19,Amazon,REFUND
20000926,7000027,2025-06-21,68455.4,Local Store,PURCHASE
20000927,7000027,2025-12-27,199917.89,Amazon,FEE
20000928,7000027,2023-07-26,128183.98,Local Store,PURCHASE
20000929,7000027,2026-01-05,91333.94,Zomato,PURCHASE
20000930,7000027,2025-04-24,2954.85,Swiggy,PURCHASE
20000931,7000027,2023-07-08,74570.26,Uber,REFUND
20000932,7000027,2023-11-18,27172.39,Amazon,PURCHASE
20000933,7000027,2025-09-13,49024.59,Swiggy,PURCHASE
20000934,7000027,2025-01-05,94863.54,Local Store,REFUND
20000935,7000027,2024-06-26,58012.15,Flipkart,REFUND
20000936,7000027,2023-09-02,29278.82,Zomato,REFUND
20000937,7000027,2025-07-06,142035.66,Myntra,FEE
20000938,7000027,2024-07-29,145922.35,Myntra,REFUND
20000939,7000027,2023-09-13,76030.25,Swiggy,CASH_WITHDRAWAL
20000940,7000027,2025-05-19,16087.52,Flipkart,FEE
20000941,7000027,2024-05-30,91381.27,Zomato,CASH_WITHDRAWAL
20000942,7000027,2025-09-25,56300.84,Local Store,REFUND
20000943,7000027,2025-10-05,46909.68,Local Store,CASH_WITHDRAWAL
20000944,7000027,2023-08-26,56389.43,Local Store,REFUND
20000945,7000027,2023-09-03,172618.33,Swiggy,FEE
20000946,7000027,2023-05-14,81789.61,Myntra,REFUND
20000947,7000027,2025-04-15,186622.97,Local Store,PURCHASE
20000948,7000027,2024-04-28,195685.08,BigBasket,FEE
20000949,7000027,2023-08-17,89268.7,Zomato,CASH_WITHDRAWAL
20000950,7000027,2024-02-09,107031.34,Myntra,PURCHASE
20000951,7000027,2025-03-16,74528.89,Local Store,PURCHASE
20000952,7000027,2024-06-23,187645.44,Uber,FEE
20000953,7000027,2025-01-05,1153.34,Swiggy,PURCHASE
20000954,7000027,2024-07-24,124068.57,Myntra,REFUND
20000955,7000027,2025-03-29,187461.52,Uber,FEE
20000956,7000027,2024-01-08,177365.04,Zomato,CASH_WITHDRAWAL
20000957,7000027,2023-11-15,49825.32,Flipkart,CASH_WITHDRAWAL
20000958,7000027,2024-07-29,180547.61,BigBasket,FEE
20000959,7000028,2023-01-28,131465.09,Zomato,FEE
20000960,7000028,2025-03-26,85543.6,Flipkart,PURCHASE
20000961,7000028,2024-08-21,40521.73,Myntra,REFUND
20000962,7000028,2025-02-09,196877.89,Zomato,FEE
20000963,7000028,2025-02-11,131785.5,Amazon,REFUND
20000964,7000028,2025-12-03,179255.52,Uber,CASH_WITHDRAWAL
20000965,7000028,2024-03-21,106766.63,BigBasket,REFUND
20000966,7000028,2024-10-09,162281.06,Amazon,PURCHASE
20000967,7000028,2023-12-28,70144.06,Zomato,PURCHASE
20000968,7000028,2025-06-27,43695.67,Flipkart,CASH_WITHDRAWAL
20000969,7000028,2025-12-23,104804.85,Myntra,PURCHASE
20000970,7000028,2024-03-14,170818.07,Swiggy,FEE
20000971,7000028,2024-06-29,28935.73,Swiggy,FEE
20000972,7000028,2023-06-13,64735.15,Zomato,REFUND
20000973,7000028,2024-03-17,113510.6,Local Store,FEE
20000974,7000028,2025-10-24,14917.7,Zomato,CASH_WITHDRAWAL
20000975,7000028,2023-02-01,167932.34,Uber,CASH_WITHDRAWAL
20000976,7000028,2023-05-07,180070.13,Myntra,REFUND
20000977,7000028,2023-04-11,64365.04,Uber,CASH_WITHDRAWAL
20000978,7000028,2024-01-27,32238.63,Local Store,PURCHASE
20000979,7000028,2023-04-28,160141.48,Amazon,PURCHASE
20000980,7000028,2024-11-04,75493.18,Uber,FEE
20000981,7000028,2024-05-25,39546.4,Local Store,FEE
20000982,7000028,2024-08-27,121434.53,BigBasket,REFUND
20000983,7000028,2023-04-23,124306.74,Zomato,CASH_WITHDRAWAL
20000984,7000028,2024-09-11,137417.11,Uber,CASH_WITHDRAWAL
20000985,7000028,2023-11-08,18248.67,Local Store,REFUND
20000986,7000028,2023-05-29,182652.24,Flipkart,FEE
20000987,7000028,2023-12-11,171400.82,Uber,PURCHASE
20000988,7000028,2023-06-30,143238.45,Myntra,PURCHASE
20000989,7000028,2023-12-25,5024.97,Swiggy,PURCHASE
20000990,7000028,2023-03-18,26832.48,Amazon,CASH_WITHDRAWAL
20000991,7000028,2024-08-20,157600.59,Uber,REFUND
20000992,7000028,2023-06-15,192558.11,Flipkart,PURCHASE
20000993,7000028,2023-06-04,37928.04,Uber,PURCHASE
20000994,7000028,2025-01-05,43795.59,Myntra,PURCHASE
20000995,7000028,2023-02-28,1365.21,Amazon,FEE
20000996,7000028,2023-10-24,157706.76,Amazon,FEE
20000997,7000028,2025-09-18,194617.83,Myntra,REFUND
20000998,7000028,2023-11-05,62396.47,Uber,REFUND
20000999,7000028,2024-07-07,163511.86,BigBasket,PURCHASE
20001000,7000028,2024-02-06,128068.71,BigBasket,FEE
20001001,7000028,2023-07-04,31972.01,Swiggy,PURCHASE
20001002,7000028,2025-08-10,102405.56,BigBasket,PURCHASE
20001003,7000028,2025-06-16,106634.29,Flipkart,CASH_WITHDRAWAL
20001004,7000028,2024-04-01,57509.77,BigBasket,CASH_WITHDRAWAL
20001005,7000028,2023-10-02,144238.37,Amazon,PURCHASE
20001006,7000028,2023-10-21,50275.52,Zomato,CASH_WITHDRAWAL
20001007,7000028,2024-05-03,33464.42,Uber,FEE
20001008,7000028,2023-11-29,40606.42,Uber,FEE
20001009,7000028,2024-05-31,8774.69,BigBasket,FEE
20001010,7000028,2023-09-15,49926.73,Zomato,FEE
20001011,7000028,2024-04-18,82628.73,Flipkart,FEE
20001012,7000028,2023-08-22,102251.28,Swiggy,FEE
20001013,7000028,2023-01-28,68933.37,Myntra,CASH_WITHDRAWAL
20001014,7000028,2024-07-13,59702.0,Flipkart,CASH_WITHDRAWAL
20001015,7000028,2024-02-18,99251.66,Flipkart,PURCHASE
20001016,7000028,2024-11-12,88124.0,Amazon,REFUND
20001017,7000029,2025-09-22,34756.81,Zomato,REFUND
20001018,7000029,2023-05-23,168648.16,Swiggy,FEE
20001019,7000029,2026-01-09,106333.87,Zomato,FEE
20001020,7000029,2025-07-18,112236.5,Local Store,FEE
20001021,7000029,2025-05-02,99914.33,Flipkart,CASH_WITHDRAWAL
20001022,7000029,2024-05-27,38892.37,Myntra,FEE
20001023,7000029,2024-01-19,160452.28,BigBasket,PURCHASE
20001024,7000029,2025-08-02,85508.81,Local Store,REFUND
20001025,7000029,2025-07-03,172593.19,Swiggy,CASH_WITHDRAWAL
20001026,7000029,2023-11-16,46698.62,Flipkart,CASH_WITHDRAWAL
20001027,7000029,2023-10-17,68450.89,Zomato,CASH_WITHDRAWAL
20001028,7000029,2024-02-25,39924.24,Flipkart,CASH_WITHDRAWAL
20001029,7000029,2024-05-03,769.01,Flipkart,PURCHASE
20001030,7000029,2023-04-14,24481.31,Local Store,REFUND
20001031,7000029,2025-03-27,124923.74,Uber,REFUND
20001032,7000029,2025-08-19,105443.16,Myntra,REFUND
20001033,7000029,2023-05-14,63658.66,Swiggy,FEE
20001034,7000029,2025-04-22,33227.18,Flipkart,CASH_WITHDRAWAL
20001035,7000029,2024-12-28,158527.34,Uber,FEE
20001036,7000029,2023-09-28,133913.94,Uber,CASH_WITHDRAWAL
20001037,7000029,2025-06-12,77607.73,Myntra,REFUND
20001038,7000029,2025-06-14,52122.73,Flipkart,CASH_WITHDRAWAL
20001039,7000029,2023-08-06,101070.36,Flipkart,PURCHASE
20001040,7000029,2024-04-26,179381.92,Uber,FEE
20001041,7000029,2023-12-30,83609.11,Myntra,PURCHASE
20001042,7000029,2024-11-08,69508.3,Flipkart,CASH_WITHDRAWAL
20001043,7000030,2024-09-29,76015.68,Local Store,CASH_WITHDRAWAL
20001044,7000030,2025-10-09,164127.83,Uber,CASH_WITHDRAWAL
20001045,7000030,2024-06-17,8790.11,Swiggy,FEE
20001046,7000030,2023-06-28,80887.65,Local Store,REFUND
20001047,7000030,2023-05-16,45497.6,Flipkart,PURCHASE
20001048,7000030,2023-07-07,157532.13,Flipkart,CASH_WITHDRAWAL
20001049,7000030,2024-02-23,17125.04,Flipkart,PURCHASE
20001050,7000030,2023-03-12,168861.3,Uber,REFUND
20001051,7000030,2025-06-12,108694.4,BigBasket,FEE
20001052,7000030,2024-09-24,18291.04,Uber,CASH_WITHDRAWAL
20001053,7000030,2025-07-07,156772.88,Uber,REFUND
20001054,7000030,2025-05-20,64806.12,Amazon,PURCHASE
20001055,7000030,2025-03-05,135382.26,Flipkart,PURCHASE
20001056,7000030,2025-08-21,188843.41,Myntra,CASH_WITHDRAWAL
20001057,7000030,2024-06-22,129639.42,BigBasket,CASH_WITHDRAWAL
20001058,7000030,2023-02-05,189711.41,Swiggy,REFUND
20001059,7000030,2025-06-15,163962.44,BigBasket,FEE
20001060,7000030,2024-05-01,181960.68,Amazon,REFUND
20001061,7000031,2023-11-24,11900.21,Swiggy,PURCHASE
20001062,7000031,2025-06-22,175583.26,Flipkart,PURCHASE
20001063,7000031,2023-07-19,48259.75,Swiggy,FEE
20001064,7000031,2025-08-28,31416.38,Zomato,REFUND
20001065,7000031,2025-02-02,153743.47,Swiggy,CASH_WITHDRAWAL
20001066,7000031,2023-01-20,92282.47,Zomato,REFUND
20001067,7000031,2024-09-25,154152.84,BigBasket,CASH_WITHDRAWAL
20001068,7000031,2025-12-28,68700.1,Flipkart,CASH_WITHDRAWAL
20001069,7000031,2025-08-25,132172.73,Local Store,CASH_WITHDRAWAL
20001070,7000031,2025-01-10,55334.21,Flipkart,PURCHASE
20001071,7000031,2024-07-12,58564.18,BigBasket,FEE
20001072,7000031,2023-06-16,33440.04,Swiggy,CASH_WITHDRAWAL
20001073,7000031,2025-12-17,56545.13,BigBasket,FEE
20001074,7000031,2025-07-24,144355.58,Local Store,FEE
20001075,7000031,2024-07-17,194655.19,Swiggy,CASH_WITHDRAWAL
20001076,7000031,2023-09-06,103933.14,BigBasket,FEE
20001077,7000031,2024-04-23,65869.06,Swiggy,REFUND
20001078,7000031,2023-03-18,162750.64,Zomato,FEE
20001079,7000031,2024-10-14,138319.09,Myntra,CASH_WITHDRAWAL
20001080,7000031,2024-05-04,36367.95,Zomato,CASH_WITHDRAWAL
20001081,7000031,2025-01-23,12394.18,Local Store,PURCHASE
20001082,7000031,2023-04-27,106344.94,Flipkart,PURCHASE
20001083,7000031,2024-01-08,145188.53,Local Store,PURCHASE
20001084,7000031,2024-07-17,42374.13,Local Store,REFUND
20001085,7000031,2025-02-04,187895.57,Swiggy,FEE
20001086,7000031,2024-01-30,98152.1,Uber,FEE
20001087,7000031,2025-01-30,153241.63,Amazon,PURCHASE
20001088,7000031,2024-08-09,172712.19,Flipkart,CASH_WITHDRAWAL
20001089,7000031,2023-05-21,30176.44,Myntra,CASH_WITHDRAWAL
20001090,7000031,2025-10-15,7920.82,Uber,CASH_WITHDRAWAL
20001091,7000031,2025-06-19,40942.56,Uber,PURCHASE
20001092,7000031,2024-12-22,24327.5,Flipkart,REFUND
20001093,7000031,2023-04-04,45110.98,Local Store,CASH_WITHDRAWAL
20001094,7000031,2024-02-03,140978.86,Flipkart,PURCHASE
20001095,7000031,2024-05-22,153245.09,Local Store,REFUND
20001096,7000031,2024-07-24,24833.96,Swiggy,FEE
20001097,7000031,2025-02-17,6877.46,Myntra,FEE
20001098,7000031,2025-08-03,132579.09,BigBasket,CASH_WITHDRAWAL
20001099,7000031,2025-01-02,79430.97,Amazon,FEE
20001100,7000032,2024-07-03,264.23,Zomato,REFUND
20001101,7000032,2025-12-02,79133.11,Swiggy,FEE
20001102,7000032,2025-01-18,46523.52,BigBasket,CASH_WITHDRAWAL
20001103,7000032,2024-12-14,157341.38,Zomato,REFUND
20001104,7000032,2023-11-04,132354.26,Local Store,FEE
20001105,7000032,2024-12-11,24459.83,Flipkart,PURCHASE
20001106,7000032,2024-03-25,192594.39,Swiggy,REFUND
20001107,7000032,2023-04-24,75170.82,Swiggy,FEE
20001108,7000032,2025-05-29,46086.73,Uber,REFUND
20001109,7000032,2025-04-08,83366.71,BigBasket,CASH_WITHDRAWAL
20001110,7000032,2024-10-12,97864.49,BigBasket,FEE
20001111,7000032,2025-10-29,129632.68,Swiggy,FEE
20001112,7000032,2024-02-02,122969.4,Uber,CASH_WITHDRAWAL
20001113,7000032,2023-07-17,81060.02,Flipkart,CASH_WITHDRAWAL
20001114,7000032,2025-05-02,118229.27,Zomato,FEE
20001115,7000032,2025-01-21,111428.27,Amazon,CASH_WITHDRAWAL
20001116,7000032,2023-06-12,118459.79,Zomato,FEE
20001117,7000032,2024-02-11,137101.88,Amazon,CASH_WITHDRAWAL
20001118,7000032,2025-02-18,158362.01,Amazon,REFUND
20001119,7000032,2024-09-06,83925.04,Amazon,FEE
20001120,7000032,2025-06-29,166402.27,Local Store,FEE
20001121,7000032,2025-02-12,174786.13,Amazon,PURCHASE
20001122,7000032,2024-05-11,45888.31,Zomato,REFUND
20001123,7000032,2024-10-05,113081.25,Zomato,CASH_WITHDRAWAL
20001124,7000032,2023-08-25,128833.97,Myntra,CASH_WITHDRAWAL
20001125,7000032,2025-03-01,103390.02,BigBasket,FEE
20001126,7000032,2023-01-19,66607.93,Local Store,FEE
20001127,7000032,2023-03-08,154126.88,Flipkart,CASH_WITHDRAWAL
20001128,7000032,2024-04-12,29422.42,Swiggy,REFUND
20001129,7000032,2024-07-05,129925.33,Local Store,REFUND
20001130,7000032,2023-06-14,61137.28,Flipkart,PURCHASE
20001131,7000032,2025-08-17,153339.68,Zomato,REFUND
20001132,7000032,2023-10-21,167264.65,Zomato,CASH_WITHDRAWAL
20001133,7000032,2024-04-29,199278.83,Local Store,PURCHASE
20001134,7000032,2024-05-07,48206.07,Uber,CASH_WITHDRAWAL
20001135,7000032,2024-11-04,178384.04,Swiggy,REFUND
20001136,7000032,2023-08-15,108560.04,Local Store,PURCHASE
20001137,7000032,2024-11-28,148450.83,Uber,PURCHASE
20001138,7000032,2024-07-14,16571.78,Uber,PURCHASE
20001139,7000032,2023-04-01,37776.04,Local Store,REFUND
20001140,7000032,2025-03-30,44648.99,Uber,PURCHASE
20001141,7000032,2024-05-17,11829.18,Flipkart,PURCHASE
20001142,7000032,2025-03-01,172661.25,BigBasket,PURCHASE
20001143,7000032,2023-04-18,87591.38,Swiggy,FEE
20001144,7000033,2024-07-01,146612.34,Local Store,REFUND
20001145,7000033,2024-12-27,165086.92,Uber,PURCHASE
20001146,7000033,2023-11-11,46642.12,Swiggy,REFUND
20001147,7000033,2025-10-16,82159.46,Local Store,PURCHASE
20001148,7000033,2024-08-01,21981.21,Zomato,CASH_WITHDRAWAL
20001149,7000033,2023-08-26,70475.86,Amazon,FEE
20001150,7000033,2025-12-02,94955.15,Flipkart,FEE
20001151,7000033,2024-05-05,31464.11,Flipkart,REFUND
20001152,7000033,2025-05-30,179032.95,Uber,REFUND
20001153,7000033,2023-05-11,118174.71,BigBasket,REFUND
20001154,7000033,2025-08-12,47899.77,Flipkart,CASH_WITHDRAWAL
20001155,7000033,2023-04-07,16640.78,Flipkart,PURCHASE
20001156,7000033,2023-05-24,64863.69,BigBasket,FEE
20001157,7000033,2025-01-31,93453.97,Amazon,CASH_WITHDRAWAL
20001158,7000033,2024-06-01,195791.23,Uber,PURCHASE
20001159,7000033,2025-03-16,616.14,Zomato,CASH_WITHDRAWAL
20001160,7000033,2023-07-28,120149.7,Local Store,REFUND
20001161,7000033,2024-04-15,134445.33,Swiggy,FEE
20001162,7000033,2025-08-04,31075.71,BigBasket,PURCHASE
20001163,7000033,2023-10-11,70296.45,Myntra,REFUND
20001164,7000033,2024-12-01,9759.21,Zomato,REFUND
20001165,7000033,2023-03-28,65956.01,Flipkart,CASH_WITHDRAWAL
20001166,7000033,2023-02-20,104593.8,Amazon,CASH_WITHDRAWAL
20001167,7000033,2025-10-21,164123.13,Myntra,CASH_WITHDRAWAL
20001168,7000033,2024-10-02,111607.74,Flipkart,CASH_WITHDRAWAL
20001169,7000033,2025-07-13,166733.77,Amazon,FEE
20001170,7000033,2024-04-23,2329.78,BigBasket,FEE
20001171,7000033,2026-01-11,10680.69,Swiggy,CASH_WITHDRAWAL
20001172,7000033,2024-02-09,148936.34,Flipkart,CASH_WITHDRAWAL
20001173,7000033,2025-12-03,196691.07,Uber,CASH_WITHDRAWAL
20001174,7000033,2024-12-22,34959.45,Flipkart,REFUND
20001175,7000033,2024-07-12,5656.1,Swiggy,FEE
20001176,7000033,2023-07-26,177850.55,Swiggy,PURCHASE
20001177,7000033,2023-10-16,183690.31,Myntra,CASH_WITHDRAWAL
20001178,7000033,2025-01-25,184654.59,Flipkart,FEE
20001179,7000033,2024-04-23,100393.11,Flipkart,PURCHASE
20001180,7000033,2024-12-21,138710.7,Amazon,CASH_WITHDRAWAL
20001181,7000034,2024-09-03,29467.67,Zomato,CASH_WITHDRAWAL
20001182,7000034,2023-04-04,111606.57,Flipkart,PURCHASE
20001183,7000034,2025-05-10,68589.94,Flipkart,CASH_WITHDRAWAL
20001184,7000034,2024-02-11,10543.83,Flipkart,REFUND
20001185,7000034,2025-05-12,72380.61,Uber,FEE
20001186,7000034,2025-07-08,89357.3,Zomato,CASH_WITHDRAWAL
20001187,7000034,2023-06-13,27333.28,Uber,CASH_WITHDRAWAL
20001188,7000034,2025-06-19,6263.01,Zomato,FEE
20001189,7000034,2025-11-03,42127.18,Local Store,PURCHASE
20001190,7000034,2025-02-28,100355.32,Zomato,REFUND
20001191,7000034,2023-07-30,175062.74,Myntra,REFUND
20001192,7000034,2025-03-10,131818.3,Flipkart,REFUND
20001193,7000034,2025-07-16,127990.3,Myntra,PURCHASE
20001194,7000034,2024-03-03,174820.74,Flipkart,REFUND
20001195,7000034,2023-11-05,61371.62,Swiggy,FEE
20001196,7000034,2025-07-26,135366.53,Myntra,CASH_WITHDRAWAL
20001197,7000034,2023-09-19,195065.65,Uber,CASH_WITHDRAWAL
20001198,7000034,2023-05-01,138241.5,Myntra,FEE
20001199,7000034,2025-08-13,169327.47,Flipkart,CASH_WITHDRAWAL
20001200,7000034,2025-05-08,180396.4,Amazon,REFUND
20001201,7000034,2025-03-08,54968.56,Amazon,FEE
20001202,7000034,2024-09-21,128655.65,Myntra,PURCHASE
20001203,7000034,2023-04-13,128930.66,Myntra,REFUND
20001204,7000034,2025-01-08,184841.95,Amazon,FEE
20001205,7000035,2023-04-13,28385.26,Flipkart,PURCHASE
20001206,7000035,2025-08-08,199823.6,Myntra,PURCHASE
20001207,7000035,2025-11-28,111123.17,Amazon,REFUND
20001208,7000035,2023-09-27,189.09,Swiggy,FEE
20001209,7000035,2023-04-16,136503.53,Local Store,PURCHASE
20001210,7000035,2024-12-19,129064.83,Swiggy,PURCHASE
20001211,7000035,2025-10-03,71148.37,Amazon,CASH_WITHDRAWAL
20001212,7000035,2023-02-02,4557.21,Local Store,PURCHASE
20001213,7000035,2025-07-03,116539.56,Flipkart,FEE
20001214,7000035,2023-03-01,123751.18,Local Store,REFUND
20001215,7000035,2023-06-01,114208.31,Zomato,PURCHASE
20001216,7000035,2023-10-02,41747.59,Zomato,CASH_WITHDRAWAL
20001217,7000035,2024-03-05,26615.8,Uber,REFUND
20001218,7000035,2023-04-10,31476.34,Flipkart,PURCHASE
20001219,7000035,2023-11-05,132009.32,Zomato,FEE
20001220,7000035,2024-09-28,87300.12,Local Store,REFUND
20001221,7000035,2024-12-02,54967.18,Zomato,PURCHASE
20001222,7000035,2024-07-31,178243.68,Amazon,CASH_WITHDRAWAL
20001223,7000035,2025-01-22,117551.63,Myntra,FEE
20001224,7000035,2025-04-09,164798.63,Myntra,CASH_WITHDRAWAL
20001225,7000035,2023-12-25,72397.68,Flipkart,REFUND
20001226,7000035,2023-08-20,110700.78,Myntra,FEE
20001227,7000035,2025-10-21,47439.03,Flipkart,FEE
20001228,7000035,2024-01-13,39453.22,Zomato,FEE
20001229,7000035,2024-02-04,177938.12,Uber,REFUND
20001230,7000035,2025-08-03,172883.4,Local Store,FEE
20001231,7000035,2023-07-05,113835.8,Zomato,CASH_WITHDRAWAL
20001232,7000036,2024-02-01,150061.11,Zomato,FEE
20001233,7000036,2024-12-13,25389.68,Amazon,REFUND
20001234,7000036,2023-11-23,120446.68,Amazon,PURCHASE
20001235,7000036,2025-02-22,65793.11,Flipkart,REFUND
20001236,7000036,2025-12-29,65045.01,Zomato,FEE
20001237,7000036,2023-12-22,92786.7,Swiggy,FEE
20001238,7000036,2024-02-25,170488.11,Swiggy,REFUND
20001239,7000036,2023-06-14,101768.29,Zomato,CASH_WITHDRAWAL
20001240,7000036,2024-07-18,117313.66,BigBasket,PURCHASE
20001241,7000036,2023-06-27,165010.99,BigBasket,FEE
20001242,7000036,2025-09-22,60660.15,Myntra,FEE
20001243,7000036,2024-11-19,63943.3,Amazon,CASH_WITHDRAWAL
20001244,7000036,2025-02-06,181083.26,Amazon,REFUND
20001245,7000036,2024-08-03,18639.15,Swiggy,CASH_WITHDRAWAL
20001246,7000036,2023-10-24,90061.01,Myntra,REFUND
20001247,7000036,2023-08-01,114748.11,Zomato,FEE
20001248,7000036,2024-08-27,3546.87,Amazon,PURCHASE
20001249,7000036,2026-01-17,177896.07,Local Store,PURCHASE
20001250,7000036,2025-01-30,53290.16,BigBasket,PURCHASE
20001251,7000036,2024-07-13,172476.91,Zomato,REFUND
20001252,7000036,2023-02-12,155472.55,Flipkart,REFUND
20001253,7000037,2023-06-19,114595.34,BigBasket,CASH_WITHDRAWAL
20001254,7000037,2024-08-31,1070.05,Uber,FEE
20001255,7000037,2025-03-11,159138.62,Zomato,CASH_WITHDRAWAL
20001256,7000037,2025-04-21,131111.86,Amazon,REFUND
20001257,7000037,2024-06-14,174469.67,BigBasket,PURCHASE
20001258,7000037,2024-04-22,159099.66,Myntra,REFUND
20001259,7000037,2025-03-16,28090.05,Local Store,FEE
20001260,7000037,2025-11-03,86667.82,Myntra,FEE
20001261,7000037,2025-05-07,1826.63,Uber,REFUND
20001262,7000037,2023-02-24,96564.78,BigBasket,PURCHASE
