repayment_id,loan_id,due_date,paid_date,amount_inr,status
12002038,9000031,2027-02-07,2027-02-19,4530.84,PAID
12002039,9000031,2027-03-07,2027-03-11,4530.84,PAID
12002040,9000031,2027-04-07,2027-04-20,4530.84,PAID
12002041,9000031,2027-05-07,2027-05-22,4530.84,PAID
12002042,9000031,2027-06-07,2027-06-19,4530.84,PAID
12002043,9000031,2027-07-07,2027-07-21,4530.84,PAID
12002044,9000031,2027-08-07,2027-08-10,4530.84,PAID
12002045,9000031,2027-09-07,2027-09-07,4530.84,PAID
12002046,9000031,2027-10-07,2027-10-09,1993.37,PAID
12002047,9000031,2027-11-07,2027-11-17,4530.84,PAID
12002048,9000031,2027-12-07,2027-12-19,4530.84,PAID
12002049,9000031,2028-01-07,2028-01-11,4530.84,PAID
12002050,9000031,2028-02-07,2028-02-17,4530.84,PAID
12002051,9000031,2028-03-07,2028-03-20,4530.84,PAID
12002052,9000031,2028-04-07,2028-04-09,4530.84,PAID
12002053,9000031,2028-05-07,2028-05-11,4530.84,PAID
12002054,9000031,2028-06-07,2028-06-21,4530.84,PAID
12002055,9000031,2028-07-07,2028-07-10,4530.84,PAID
12002056,9000031,2028-08-07,2028-08-22,4530.84,PAID
12002057,9000031,2028-09-07,2028-09-07,4530.84,PAID
12002058,9000031,2028-10-07,2028-10-10,4530.84,PAID
12002059,9000031,2028-11-07,2028-11-09,4530.84,PAID
12002060,9000031,2028-12-07,2028-12-22,4530.84,PAID
12002061,9000031,2029-01-07,2029-01-16,2472.26,PAID
12002062,9000031,2029-02-07,2029-02-21,2884.89,PAID
12002063,9000031,2029-03-07,2029-03-12,4530.84,PAID
12002064,9000031,2029-04-07,2029-04-09,4530.84,PAID
12002065,9000031,2029-05-07,2029-05-13,4530.84,PAID
12002066,9000031,2029-06-07,2029-06-11,2353.41,PAID
12002067,9000031,2029-07-07,2029-07-21,4530.84,PAID
12002068,9000031,2029-08-07,2029-08-10,4530.84,PAID
12002069,9000031,2029-09-07,2029-09-20,4530.84,PAID
12002070,9000031,2029-10-07,2029-10-12,4530.84,PAID
12002071,9000031,2029-11-07,2029-11-15,4530.84,PAID
12002072,9000031,2029-12-07,2029-12-18,4530.84,PAID
12002073,9000031,2030-01-07,2030-01-08,4530.84,PAID
12002074,9000031,2030-02-07,2030-02-20,4530.84,PAID
12002075,9000031,2030-03-07,2030-03-10,4530.84,PAID
12002076,9000031,2030-04-07,2030-04-07,4530.84,PAID
12002077,9000031,2030-05-07,2030-05-20,4530.84,PAID
12002078,9000031,2030-06-07,2030-06-09,4530.84,PAID
12002079,9000031,2030-07-07,2030-07-13,4530.84,PAID
12002080,9000031,2030-08-07,2030-08-08,4530.84,PAID
12002081,9000031,2030-09-07,2030-09-18,4530.84,PAID
12002082,9000031,2030-10-07,2030-10-19,4530.84,PAID
12002083,9000031,2030-11-07,2030-11-11,4530.84,PAID
12002084,9000031,2030-12-07,2030-12-08,2678.15,PAID
12002085,9000031,2031-01-07,2031-01-20,4530.84,PAID
12002086,9000031,2031-02-07,2031-02-19,4530.84,PAID
12002087,9000031,2031-03-07,2031-03-21,4530.84,PAID
12002088,9000031,2031-04-07,2031-04-22,4530.84,PAID
12002089,9000031,2031-05-07,2031-05-09,4530.84,PAID
12002090,9000031,2031-06-07,2031-06-18,4530.84,PAID
12002091,9000031,2031-07-07,2031-07-07,4530.84,PAID
12002092,9000031,2031-08-07,2031-08-21,4530.84,PAID
12002093,9000031,2031-09-07,2031-09-14,4530.84,PAID
12002094,9000031,2031-10-07,2031-10-07,4530.84,PAID
12002095,9000031,2031-11-07,2031-11-12,1266.35,PAID
12002096,9000031,2031-12-07,2031-12-07,4530.84,PAID
12002097,9000031,2032-01-07,2032-01-20,4530.84,PAID
12002098,9000031,2032-02-07,2032-02-07,4530.84,PAID
12002099,9000031,2032-03-07,2032-03-20,4530.84,PAID
12002100,9000031,2032-04-07,2032-04-13,4530.84,PAID
12002101,9000031,2032-05-07,2032-05-08,4530.84,PAID
12002102,9000031,2032-06-07,2032-06-12,3420.76,PAID
12002103,9000031,2032-07-07,2032-07-10,4530.84,PAID
12002104,9000031,2032-08-07,2032-08-19,3964.37,PAID
12002105,9000031,2032-09-07,2032-09-17,4530.84,PAID
12002106,9000031,2032-10-07,2032-10-19,4530.84,PAID
12002107,9000031,2032-11-07,2032-11-20,4530.84,PAID
12002108,9000031,2032-12-07,2032-12-07,4530.84,PAID
12002109,9000031,2033-01-07,2033-01-16,4530.84,PAID
12002110,9000031,2033-02-07,2033-02-12,4530.84,PAID
12002111,9000031,2033-03-07,2033-03-14,4530.84,PAID
12002112,9000031,2033-04-07,2033-04-15,4530.84,PAID
12002113,9000031,2033-05-07,2033-05-08,4530.84,PAID
12002114,9000031,2033-06-07,2033-06-21,4530.84,PAID
12002115,9000031,2033-07-07,2033-07-07,4530.84,PAID
12002116,9000031,2033-08-07,2033-08-17,8285.36,PAID
12002117,9000031,2033-09-07,2033-09-07,11198.36,PAID
12002118,9000031,2033-10-07,2033-10-09,4530.84,PAID
12002119,9000031,2033-11-07,2033-11-18,4530.84,PAID
12002120,9000031,2033-12-07,2033-12-09,4530.84,PAID
12002121,9000031,2034-01-07,2034-01-13,4530.84,PAID
12002122,9000031,2034-02-07,2034-02-17,4530.84,PAID
12002123,9000031,2034-03-07,2034-03-18,7563.54,PAID
12002124,9000031,2034-04-07,2034-04-11,4530.84,PAID
12002125,9000031,2034-05-07,2034-05-21,4530.84,PAID
12002126,9000031,2034-06-07,2034-06-08,4530.84,PAID
12002127,9000031,2034-07-07,2034-07-10,4530.84,PAID
12002128,9000031,2034-08-07,2034-08-20,4530.84,PAID
12002129,9000031,2034-09-07,2034-09-11,13108.57,PAID
12002130,9000031,2034-10-07,2034-10-19,4530.84,PAID
12002131,9000031,2034-11-07,2034-11-09,4530.84,PAID
12002132,9000031,2034-12-07,2034-12-20,4530.84,PAID
12002133,9000031,2035-01-07,2035-01-09,4530.84,PAID
12002134,9000031,2035-02-07,2035-02-08,4530.84,PAID
12002135,9000031,2035-03-07,2035-03-21,4530.84,PAID
12002136,9000031,2035-04-07,2035-04-18,4530.84,PAID
12002137,9000031,2035-05-07,2035-05-11,4530.84,PAID
12002138,9000031,2035-06-07,2035-06-17,4530.84,PAID
12002139,9000031,2035-07-07,2035-07-10,4530.84,PAID
12002140,9000031,2035-08-07,2035-08-07,4530.84,PAID
12002141,9000031,2035-09-07,2035-09-15,4530.84,PAID
12002142,9000031,2035-10-07,2035-10-21,4530.84,PAID
12002143,9000031,2035-11-07,2035-11-19,4530.84,PAID
12002144,9000031,2035-12-07,2035-12-12,4530.84,PAID
12002145,9000031,2036-01-07,2036-01-21,4530.84,PAID
12002146,9000031,2036-02-07,2036-02-22,4530.84,PAID
12002147,9000031,2036-03-07,2036-03-17,4530.84,PAID
12002148,9000031,2036-04-07,2036-04-10,4530.84,PAID
12002149,9000031,2036-05-07,2036-05-10,4530.84,PAID
12002150,9000031,2036-06-07,2036-06-14,4530.84,PAID
12002151,9000031,2036-07-07,2036-07-16,4530.84,PAID
12002152,9000031,2036-08-07,2036-08-10,4530.84,PAID
12002153,9000031,2036-09-07,2036-09-09,4530.84,PAID
12002154,9000031,2036-10-07,2036-10-20,4530.84,PAID
12002155,9000031,2036-11-07,2036-11-08,4530.84,PAID
12002156,9000031,2036-12-07,2036-12-19,4530.84,PAID
12002157,9000031,2037-01-07,2037-01-10,4530.84,PAID
12002158,9000031,2037-02-07,2037-02-14,4530.84,PAID
12002159,9000031,2037-03-07,2037-03-12,4530.84,PAID
12002160,9000031,2037-04-07,2037-04-07,4530.84,PAID
12002161,9000031,2037-05-07,2037-05-11,4530.84,PAID
12002162,9000031,2037-06-07,2037-06-18,4530.84,PAID
12002163,9000031,2037-07-07,2037-07-09,4530.84,PAID
12002164,9000031,2037-08-07,2037-08-09,4530.84,PAID
12002165,9000031,2037-09-07,2037-09-17,4530.84,PAID
12002166,9000031,2037-10-07,2037-10-18,4530.84,PAID
12002167,9000031,2037-11-07,2037-11-14,4530.84,PAID
12002168,9000031,2037-12-07,2037-12-18,4530.84,PAID
12002169,9000031,2038-01-07,2038-01-20,4530.84,PAID
12002170,9000031,2038-02-07,2038-02-21,4530.84,PAID
12002171,9000031,2038-03-07,2038-03-11,4530.84,PAID
12002172,9000031,2038-04-07,2038-04-22,4530.84,PAID
12002173,9000031,2038-05-07,2038-05-21,4530.84,PAID
12002174,9000031,2038-06-07,2038-06-08,4530.84,PAID
12002175,9000031,2038-07-07,2038-07-14,4530.84,PAID
12002176,9000031,2038-08-07,2038-08-07,4530.84,PAID
12002177,9000031,2038-09-07,2038-09-17,4530.84,PAID
12002178,9000031,2038-10-07,2038-10-19,4530.84,PAID
12002179,9000031,2038-11-07,2038-11-14,4530.84,PAID
12002180,9000031,2038-12-07,2038-12-08,4530.84,PAID
12002181,9000031,2039-01-07,2039-01-09,4530.84,PAID
12002182,9000031,2039-02-07,2039-02-11,4530.84,PAID
12002183,9000031,2039-03-07,2039-03-07,13005.03,PAID
12002184,9000031,2039-04-07,2039-04-13,4530.84,PAID
12002185,9000031,2039-05-07,2039-05-14,4530.84,PAID
12002186,9000031,2039-06-07,2039-06-13,923.68,PAID
12002187,9000031,2039-07-07,2039-07-22,4530.84,PAID
12002188,9000031,2039-08-07,2039-08-18,4530.84,PAID
12002189,9000031,2039-09-07,2039-09-20,4530.84,PAID
12002190,9000031,2039-10-07,2039-10-16,4530.84,PAID
12002191,9000031,2039-11-07,2039-11-14,4530.84,PAID
12002192,9000031,2039-12-07,2039-12-11,4530.84,PAID
12002193,9000031,2040-01-07,2040-01-07,4530.84,PAID
12002194,9000031,2040-02-07,2040-02-15,4530.84,PAID
12002195,9000031,2040-03-07,2040-03-19,4530.84,PAID
12002196,9000031,2040-04-07,2040-04-19,4530.84,PAID
12002197,9000031,2040-05-07,2040-05-13,4530.84,PAID
12002198,9000031,2040-06-07,2040-06-19,4530.84,PAID
12002199,9000031,2040-07-07,2040-07-17,4530.84,PAID
12002200,9000031,2040-08-07,2040-08-10,4530.84,PAID
12002201,9000031,2040-09-07,2040-09-08,4530.84,PAID
12002202,9000031,2040-10-07,2040-10-22,4530.84,PAID
12002203,9000031,2040-11-07,2040-11-10,9696.39,PAID
12002204,9000031,2040-12-07,2040-12-08,4530.84,PAID
12002205,9000031,2041-01-07,2041-01-16,4530.84,PAID
12002206,9000031,2041-02-07,2041-02-20,4530.84,PAID
12002207,9000031,2041-03-07,2041-03-12,4530.84,PAID
12002208,9000031,2041-04-07,2041-04-16,4530.84,PAID
12002209,9000031,2041-05-07,2041-05-13,4530.84,PAID
12002210,9000031,2041-06-07,2041-06-13,2319.32,PAID
12002211,9000031,2041-07-07,2041-07-16,4530.84,PAID
12002212,9000031,2041-08-07,2041-08-19,4530.84,PAID
12002213,9000031,2041-09-07,2041-09-07,4530.84,PAID
12002214,9000031,2041-10-07,2041-10-16,4530.84,PAID
12002215,9000031,2041-11-07,2041-11-12,4530.84,PAID
12002216,9000031,2041-12-07,2041-12-13,4530.84,PAID
12002217,9000031,2042-01-07,2042-01-15,4530.84,PAID
12002218,9000031,2042-02-07,2042-02-07,2993.83,PAID
12002219,9000031,2042-03-07,2042-03-10,4530.84,PAID
12002220,9000031,2042-04-07,2042-04-22,1639.45,PAID
12002221,9000031,2042-05-07,2042-05-11,4530.84,PAID
12002222,9000031,2042-06-07,2042-06-21,4530.84,PAID
12002223,9000031,2042-07-07,2042-07-07,4530.84,PAID
12002224,9000031,2042-08-07,2042-08-19,4530.84,PAID
12002225,9000031,2042-09-07,2042-09-18,4530.84,PAID
12002226,9000031,2042-10-07,2042-10-07,4530.84,PAID
12002227,9000031,2042-11-07,2042-11-07,3996.86,PAID
12002228,9000031,2042-12-07,2042-12-19,4530.84,PAID
12002229,9000031,2043-01-07,2043-01-17,4530.84,PAID
12002230,9000031,2043-02-07,2043-02-09,4530.84,PAID
12002231,9000031,2043-03-07,2043-03-18,4530.84,PAID
12002232,9000031,2043-04-07,2043-04-22,4530.84,PAID
12002233,9000032,2024-08-25,2024-09-03,24758.88,PAID
12002234,9000032,2024-09-25,2024-09-28,24758.88,PAID
12002235,9000032,2024-10-25,2024-10-26,24758.88,PAID
12002236,9000032,2024-11-25,2024-12-10,24758.88,PAID
12002237,9000032,2024-12-25,2025-01-07,24758.88,PAID
12002238,9000032,2025-01-25,2025-02-07,24758.88,PAID
12002239,9000032,2025-02-25,2025-03-08,24758.88,PAID
12002240,9000032,2025-03-25,2025-03-31,24758.88,PAID
12002241,9000032,2025-04-25,2025-05-04,12389.98,PAID
12002242,9000032,2025-05-25,2025-05-27,24758.88,PAID
12002243,9000032,2025-06-25,2025-06-25,54671.08,PAID
12002244,9000032,2025-07-25,2025-08-06,24758.88,PAID
12002245,9000032,2025-08-25,2025-09-02,24758.88,PAID
12002246,9000032,2025-09-25,2025-10-03,24758.88,PAID
12002247,9000032,2025-10-25,2025-10-28,24758.88,PAID
12002248,9000032,2025-11-25,2025-12-08,24758.88,PAID
12002249,9000032,2025-12-25,2025-12-28,24758.88,PAID
12002250,9000032,2026-01-25,2026-01-26,24758.88,PAID
12002251,9000032,2026-02-25,2026-03-03,18745.69,PAID
12002252,9000032,2026-03-25,2026-04-07,11004.49,PAID
12002253,9000032,2026-04-25,2026-05-02,20944.24,PAID
12002254,9000032,2026-05-25,2026-05-26,24758.88,PAID
12002255,9000032,2026-06-25,2026-07-06,24758.88,PAID
12002256,9000032,2026-07-25,2026-07-27,24758.88,PAID
12002257,9000032,2026-08-25,2026-09-08,10455.49,PAID
12002258,9000032,2026-09-25,2026-10-06,24758.88,PAID
12002259,9000032,2026-10-25,2026-10-31,24758.88,PAID
12002260,9000032,2026-11-25,2026-12-02,24758.88,PAID
12002261,9000032,2026-12-25,2027-01-03,24758.88,PAID
12002262,9000032,2027-01-25,2027-01-28,24758.88,PAID
12002263,9000032,2027-02-25,2027-03-04,24758.88,PAID
12002264,9000032,2027-03-25,2027-04-05,24758.88,PAID
12002265,9000032,2027-04-25,2027-04-28,24758.88,PAID
12002266,9000032,2027-05-25,2027-05-27,24758.88,PAID
12002267,9000032,2027-06-25,2027-07-10,24758.88,PAID
12002268,9000032,2027-07-25,2027-07-27,24758.88,PAID
12002269,9000032,2027-08-25,2027-09-08,24758.88,PAID
12002270,9000032,2027-09-25,2027-10-05,24758.88,PAID
12002271,9000032,2027-10-25,2027-10-28,71278.59,PAID
12002272,9000032,2027-11-25,2027-12-08,24758.88,PAID
12002273,9000032,2027-12-25,2027-12-27,24758.88,PAID
12002274,9000032,2028-01-25,2028-02-08,24758.88,PAID
12002275,9000032,2028-02-25,2028-02-27,24758.88,PAID
12002276,9000032,2028-03-25,2028-04-07,24758.88,PAID
12002277,9000032,2028-04-25,2028-05-04,24758.88,PAID
12002278,9000032,2028-05-25,2028-06-05,24758.88,PAID
12002279,9000032,2028-06-25,2028-07-09,24758.88,PAID
12002280,9000032,2028-07-25,2028-08-06,24758.88,PAID
12002281,9000032,2028-08-25,2028-08-28,24758.88,PAID
12002282,9000032,2028-09-25,2028-10-01,24758.88,PAID
12002283,9000032,2028-10-25,2028-10-31,15299.66,PAID
12002284,9000032,2028-11-25,2028-12-02,24758.88,PAID
12002285,9000032,2028-12-25,2029-01-05,24758.88,PAID
12002286,9000032,2029-01-25,2029-01-31,24758.88,PAID
12002287,9000032,2029-02-25,2029-03-09,24758.88,PAID
12002288,9000032,2029-03-25,2029-03-29,24758.88,PAID
12002289,9000032,2029-04-25,2029-05-09,24758.88,PAID
12002290,9000032,2029-05-25,2029-06-03,24758.88,PAID
12002291,9000032,2029-06-25,2029-07-04,24758.88,PAID
12002292,9000032,2029-07-25,2029-08-07,24758.88,PAID
12002293,9000033,2023-03-22,2023-04-06,65605.58,PAID
12002294,9000033,2023-04-22,2023-05-04,65605.58,PAID
12002295,9000033,2023-05-22,2023-05-23,65605.58,PAID
12002296,9000033,2023-06-22,2023-07-04,65605.58,PAID
12002297,9000033,2023-07-22,2023-08-05,65605.58,PAID
12002298,9000033,2023-08-22,2023-09-03,65605.58,PAID
12002299,9000033,2023-09-22,2023-10-04,65605.58,PAID
12002300,9000033,2023-10-22,2023-11-05,65605.58,PAID
12002301,9000033,2023-11-22,2023-11-29,65605.58,PAID
12002302,9000033,2023-12-22,2023-12-28,65605.58,PAID
12002303,9000033,2024-01-22,2024-01-22,65605.58,PAID
12002304,9000033,2024-02-22,2024-02-24,131323.54,PAID
12002305,9000033,2024-03-22,2024-04-04,65605.58,PAID
12002306,9000033,2024-04-22,2024-04-22,65605.58,PAID
12002307,9000033,2024-05-22,2024-06-04,65605.58,PAID
12002308,9000033,2024-06-22,2024-06-27,47842.84,PAID
12002309,9000033,2024-07-22,2024-07-27,65605.58,PAID
12002310,9000033,2024-08-22,2024-08-24,139724.78,PAID
12002311,9000033,2024-09-22,2024-10-04,65605.58,PAID
12002312,9000033,2024-10-22,2024-10-30,65605.58,PAID
12002313,9000033,2024-11-22,2024-12-01,65605.58,PAID
12002314,9000033,2024-12-22,2024-12-22,65605.58,PAID
12002315,9000033,2025-01-22,2025-01-24,65605.58,PAID
12002316,9000033,2025-02-22,2025-03-07,65605.58,PAID
12002317,9000033,2025-03-22,2025-03-24,65605.58,PAID
12002318,9000033,2025-04-22,2025-04-23,133176.08,PAID
12002319,9000033,2025-05-22,2025-05-25,193110.75,PAID
12002320,9000033,2025-06-22,2025-07-04,65605.58,PAID
12002321,9000033,2025-07-22,2025-07-25,65605.58,PAID
12002322,9000033,2025-08-22,2025-08-28,65605.58,PAID
12002323,9000033,2025-09-22,2025-09-24,65605.58,PAID
12002324,9000033,2025-10-22,2025-11-05,65605.58,PAID
12002325,9000033,2025-11-22,2025-12-07,65605.58,PAID
12002326,9000033,2025-12-22,2025-12-26,65605.58,PAID
12002327,9000033,2026-01-22,2026-02-01,65605.58,PAID
12002328,9000033,2026-02-22,2026-03-07,65605.58,PAID
12002329,9000033,2026-03-22,2026-04-03,65605.58,PAID
12002330,9000033,2026-04-22,2026-04-23,65605.58,PAID
12002331,9000033,2026-05-22,2026-05-28,65605.58,PAID
12002332,9000033,2026-06-22,2026-06-30,65605.58,PAID
12002333,9000033,2026-07-22,2026-08-06,65605.58,PAID
12002334,9000033,2026-08-22,2026-09-04,65605.58,PAID
12002335,9000033,2026-09-22,2026-09-23,65605.58,PAID
12002336,9000033,2026-10-22,2026-10-27,65605.58,PAID
12002337,9000033,2026-11-22,2026-12-01,148884.09,PAID
12002338,9000033,2026-12-22,2026-12-26,65605.58,PAID
12002339,9000033,2027-01-22,2027-01-29,65605.58,PAID
12002340,9000033,2027-02-22,2027-03-07,65605.58,PAID
12002341,9000033,2027-03-22,2027-03-31,65605.58,PAID
12002342,9000033,2027-04-22,2027-05-01,65605.58,PAID
12002343,9000033,2027-05-22,2027-05-26,65605.58,PAID
12002344,9000033,2027-06-22,2027-06-26,65605.58,PAID
12002345,9000033,2027-07-22,2027-07-25,65605.58,PAID
12002346,9000033,2027-08-22,2027-08-23,65605.58,PAID
12002347,9000033,2027-09-22,2027-10-03,65605.58,PAID
12002348,9000033,2027-10-22,2027-10-27,41563.73,PAID
12002349,9000033,2027-11-22,2027-11-28,65605.58,PAID
12002350,9000033,2027-12-22,2028-01-02,65605.58,PAID
12002351,9000033,2028-01-22,2028-01-30,116965.6,PAID
12002352,9000033,2028-02-22,2028-03-04,40588.66,PAID
12002353,9000033,2028-03-22,2028-04-05,65605.58,PAID
12002354,9000033,2028-04-22,2028-04-25,65605.58,PAID
12002355,9000033,2028-05-22,2028-06-06,65605.58,PAID
12002356,9000033,2028-06-22,2028-06-27,131835.98,PAID
12002357,9000033,2028-07-22,2028-07-24,65605.58,PAID
12002358,9000033,2028-08-22,2028-09-05,65605.58,PAID
12002359,9000033,2028-09-22,2028-09-30,157429.0,PAID
12002360,9000033,2028-10-22,2028-10-28,65605.58,PAID
12002361,9000033,2028-11-22,2028-11-27,65605.58,PAID
12002362,9000033,2028-12-22,2028-12-24,65605.58,PAID
12002363,9000033,2029-01-22,2029-02-03,65605.58,PAID
12002364,9000033,2029-02-22,2029-02-25,124841.74,PAID
12002365,9000033,2029-03-22,2029-03-29,65605.58,PAID
12002366,9000033,2029-04-22,2029-04-24,65605.58,PAID
12002367,9000033,2029-05-22,2029-06-03,65605.58,PAID
12002368,9000033,2029-06-22,2029-06-30,65605.58,PAID
12002369,9000033,2029-07-22,2029-08-05,65605.58,PAID
12002370,9000033,2029-08-22,2029-09-06,65605.58,PAID
12002371,9000033,2029-09-22,2029-09-29,65605.58,PAID
12002372,9000033,2029-10-22,2029-10-30,65605.58,PAID
12002373,9000033,2029-11-22,2029-11-27,65605.58,PAID
12002374,9000033,2029-12-22,2030-01-02,65605.58,PAID
12002375,9000033,2030-01-22,2030-01-30,65605.58,PAID
12002376,9000033,2030-02-22,2030-03-02,65605.58,PAID
12002377,9000033,2030-03-22,2030-03-30,112448.3,PAID
12002378,9000033,2030-04-22,2030-04-26,65605.58,PAID
12002379,9000033,2030-05-22,2030-05-31,65605.58,PAID
12002380,9000033,2030-06-22,2030-07-06,65605.58,PAID
12002381,9000033,2030-07-22,2030-07-31,65605.58,PAID
12002382,9000033,2030-08-22,2030-09-03,65605.58,PAID
12002383,9000033,2030-09-22,2030-09-29,65605.58,PAID
12002384,9000033,2030-10-22,2030-10-30,65605.58,PAID
12002385,9000033,2030-11-22,2030-11-23,65605.58,PAID
12002386,9000033,2030-12-22,2031-01-05,65605.58,PAID
12002387,9000033,2031-01-22,2031-02-03,38623.68,PAID
12002388,9000033,2031-02-22,2031-03-05,65605.58,PAID
12002389,9000033,2031-03-22,2031-04-06,65605.58,PAID
12002390,9000033,2031-04-22,2031-04-28,65605.58,PAID
12002391,9000033,2031-05-22,2031-05-25,65605.58,PAID
12002392,9000033,2031-06-22,2031-07-05,65605.58,PAID
12002393,9000033,2031-07-22,2031-08-01,65605.58,PAID
12002394,9000033,2031-08-22,2031-08-30,22497.36,PAID
12002395,9000033,2031-09-22,2031-09-23,65605.58,PAID
12002396,9000033,2031-10-22,2031-10-25,65605.58,PAID
12002397,9000033,2031-11-22,2031-11-29,65605.58,PAID
12002398,9000033,2031-12-22,2031-12-27,65605.58,PAID
12002399,9000033,2032-01-22,2032-01-30,133507.59,PAID
12002400,9000033,2032-02-22,2032-02-22,65605.58,PAID
12002401,9000033,2032-03-22,2032-03-24,65605.58,PAID
12002402,9000033,2032-04-22,2032-04-30,65605.58,PAID
12002403,9000033,2032-05-22,2032-05-31,65605.58,PAID
12002404,9000033,2032-06-22,2032-07-02,44689.68,PAID
12002405,9000033,2032-07-22,2032-07-28,65605.58,PAID
12002406,9000033,2032-08-22,2032-08-27,65605.58,PAID
12002407,9000033,2032-09-22,2032-09-26,65605.58,PAID
12002408,9000033,2032-10-22,2032-11-01,65605.58,PAID
12002409,9000033,2032-11-22,2032-12-06,65605.58,PAID
12002410,9000033,2032-12-22,2032-12-25,65605.58,PAID
12002411,9000033,2033-01-22,2033-01-22,65605.58,PAID
12002412,9000033,2033-02-22,2033-02-27,65605.58,PAID
12002413,9000034,2024-11-15,2024-11-27,161265.52,PAID
12002414,9000034,2024-12-15,2024-12-27,161265.52,PAID
12002415,9000034,2025-01-15,2025-01-25,161265.52,PAID
12002416,9000034,2025-02-15,2025-02-28,161265.52,PAID
12002417,9000034,2025-03-15,2025-03-17,161265.52,PAID
12002418,9000034,2025-04-15,2025-04-18,161265.52,PAID
12002419,9000034,2025-05-15,2025-05-23,161265.52,PAID
12002420,9000034,2025-06-15,2025-06-27,161265.52,PAID
12002421,9000034,2025-07-15,2025-07-28,161265.52,PAID
12002422,9000034,2025-08-15,2025-08-15,475986.13,PAID
12002423,9000034,2025-09-15,2025-09-21,92469.78,PAID
12002424,9000034,2025-10-15,2025-10-21,161265.52,PAID
12002425,9000034,2025-11-15,2025-11-28,161265.52,PAID
12002426,9000034,2025-12-15,2025-12-27,161265.52,PAID
12002427,9000034,2026-01-15,2026-01-25,161265.52,PAID
12002428,9000034,2026-02-15,2026-02-21,161265.52,PAID
12002429,9000034,2026-03-15,2026-03-18,161265.52,PAID
12002430,9000034,2026-04-15,2026-04-25,161265.52,PAID
12002431,9000034,2026-05-15,2026-05-30,161265.52,PAID
12002432,9000034,2026-06-15,2026-06-22,161265.52,PAID
12002433,9000034,2026-07-15,2026-07-15,161265.52,PAID
12002434,9000034,2026-08-15,2026-08-26,161265.52,PAID
12002435,9000034,2026-09-15,2026-09-18,161265.52,PAID
12002436,9000034,2026-10-15,2026-10-26,161265.52,PAID
12002437,9000034,2026-11-15,2026-11-30,161265.52,PAID
12002438,9000034,2026-12-15,2026-12-19,60819.13,PAID
12002439,9000034,2027-01-15,2027-01-23,93415.91,PAID
12002440,9000034,2027-02-15,2027-02-28,161265.52,PAID
12002441,9000034,2027-03-15,2027-03-16,161265.52,PAID
12002442,9000034,2027-04-15,2027-04-28,161265.52,PAID
12002443,9000034,2027-05-15,2027-05-21,161265.52,PAID
12002444,9000034,2027-06-15,2027-06-26,161265.52,PAID
12002445,9000034,2027-07-15,2027-07-16,161265.52,PAID
12002446,9000034,2027-08-15,2027-08-29,161265.52,PAID
12002447,9000034,2027-09-15,2027-09-29,161265.52,PAID
12002448,9000034,2027-10-15,2027-10-22,161265.52,PAID
12002449,9000035,2023-09-24,2023-10-04,3346.48,PAID
12002450,9000035,2023-10-24,,0.0,MISSED
12002451,9000035,2023-11-24,,0.0,MISSED
12002452,9000035,2023-12-24,2023-12-29,16320.13,PAID
12002453,9000035,2024-01-24,,0.0,MISSED
12002454,9000035,2024-02-24,2024-03-03,16320.13,PAID
12002455,9000035,2024-03-24,2024-03-24,16320.13,PAID
12002456,9000035,2024-04-24,,0.0,MISSED
12002457,9000035,2024-05-24,2024-05-26,16320.13,PAID
12002458,9000035,2024-06-24,,0.0,MISSED
12002459,9000035,2024-07-24,,0.0,MISSED
12002460,9000035,2024-08-24,2024-08-24,16320.13,PAID
12002461,9000035,2024-09-24,2024-09-29,16320.13,PAID
12002462,9000035,2024-10-24,,0.0,MISSED
12002463,9000035,2024-11-24,,0.0,MISSED
12002464,9000035,2024-12-24,,0.0,MISSED
12002465,9000035,2025-01-24,2025-01-29,16320.13,PAID
12002466,9000035,2025-02-24,,0.0,MISSED
12002467,9000035,2025-03-24,,0.0,MISSED
12002468,9000035,2025-04-24,2025-05-04,16320.13,PAID
12002469,9000035,2025-05-24,,0.0,MISSED
12002470,9000035,2025-06-24,2025-07-08,16320.13,PAID
12002471,9000035,2025-07-24,2025-07-29,16320.13,PAID
12002472,9000035,2025-08-24,,0.0,MISSED
12002473,9000035,2025-09-24,2025-09-30,16320.13,PAID
12002474,9000035,2025-10-24,,0.0,MISSED
12002475,9000035,2025-11-24,,0.0,MISSED
12002476,9000035,2025-12-24,2025-12-26,16320.13,PAID
12002477,9000035,2026-01-24,2026-02-01,37064.3,PAID
12002478,9000035,2026-02-24,2026-03-05,16320.13,PAID
12002479,9000035,2026-03-24,2026-03-31,7333.6,PAID
12002480,9000035,2026-04-24,,0.0,MISSED
12002481,9000035,2026-05-24,2026-05-30,11238.48,PAID
12002482,9000035,2026-06-24,,0.0,MISSED
12002483,9000035,2026-07-24,2026-08-08,16320.13,PAID
12002484,9000035,2026-08-24,2026-08-30,16320.13,PAID
12002485,9000035,2026-09-24,,0.0,MISSED
12002486,9000035,2026-10-24,,0.0,MISSED
12002487,9000035,2026-11-24,2026-11-26,16320.13,PAID
12002488,9000035,2026-12-24,2026-12-29,16320.13,PAID
12002489,9000035,2027-01-24,2027-01-31,16320.13,PAID
12002490,9000035,2027-02-24,,0.0,MISSED
12002491,9000035,2027-03-24,,0.0,MISSED
