transaction_id,account_id,transaction_date,amount_inr,transaction_type,channel,remarks
5006203,1000121,10-06-2023,175196.37,DEBIT,BRANCH,
5006204,1000121,15-03-2025,137850.48,DEBIT,IMPS,
5006205,1000121,05-07-2025,185597.66,DEBIT,BRANCH,
5006206,1000121,23-03-2025,45655.8,DEBIT,BRANCH,
5006207,1000121,25-02-2023,16208.03,DEBIT,NEFT,
5006208,1000121,23-10-2025,160813.49,DEBIT,IMPS,
5006209,1000121,22-04-2024,32566.84,DEBIT,ATM,
5006210,1000121,20-02-2023,154482.76,CREDIT,ATM,
5006211,1000121,31-10-2024,135872.57,DEBIT,ATM,
5006212,1000121,09-07-2023,194482.13,CREDIT,UPI,
5006213,1000121,02-05-2025,83431.45,CREDIT,UPI,
5006214,1000121,27-03-2023,104559.56,DEBIT,IMPS,
5006215,1000121,13-04-2023,164801.8,DEBIT,UPI,
5006216,1000121,23-05-2024,149583.01,DEBIT,UPI,
5006217,1000121,30-11-2024,65420.77,DEBIT,ATM,
5006218,1000121,05-02-2023,135928.69,CREDIT,BRANCH,
5006219,1000121,28-11-2025,66257.18,CREDIT,UPI,
5006220,1000121,01-03-2024,73136.4,DEBIT,BRANCH,
5006221,1000121,01-01-2025,102181.34,DEBIT,NEFT,
5006222,1000121,31-07-2024,88304.08,DEBIT,ATM,
5006223,1000121,05-12-2023,141732.83,DEBIT,BRANCH,
5006224,1000121,10-04-2023,59880.65,CREDIT,BRANCH,
5006225,1000121,19-07-2023,15852.13,CREDIT,NEFT,
5006226,1000121,27-05-2023,62715.52,DEBIT,IMPS,
5006227,1000121,12-11-2023,111111.29,CREDIT,NEFT,
5006228,1000121,20-12-2023,155438.26,CREDIT,ATM,
5006229,1000121,01-05-2025,19101.59,CREDIT,ATM,
5006230,1000121,23-05-2024,142388.88,CREDIT,UPI,
5006231,1000121,28-07-2024,44012.55,CREDIT,NEFT,
5006232,1000121,18-12-2025,161063.62,DEBIT,UPI,
5006233,1000121,21-01-2024,28510.21,CREDIT,BRANCH,
5006234,1000121,28-11-2023,186278.16,DEBIT,ATM,
5006235,1000121,20-04-2024,54280.63,DEBIT,NEFT,
5006236,1000122,14-05-2023,19382.1,DEBIT,UPI,
5006237,1000122,11-10-2024,45454.97,DEBIT,UPI,
5006238,1000122,10-07-2023,32967.3,DEBIT,BRANCH,
5006239,1000122,06-06-2023,5746.66,DEBIT,NEFT,
5006240,1000122,23-11-2024,158375.1,DEBIT,UPI,
5006241,1000122,11-05-2024,119971.1,DEBIT,BRANCH,
5006242,1000122,21-01-2024,162753.9,CREDIT,NEFT,
5006243,1000122,28-01-2023,104722.41,DEBIT,ATM,
5006244,1000122,07-03-2023,80724.01,CREDIT,IMPS,
5006245,1000122,27-05-2025,73302.89,DEBIT,ATM,
5006246,1000122,14-08-2024,43509.21,DEBIT,IMPS,
5006247,1000122,01-03-2023,25556.34,CREDIT,BRANCH,
5006248,1000122,18-10-2025,190517.99,DEBIT,NEFT,
5006249,1000122,24-02-2025,33517.46,DEBIT,BRANCH,
5006250,1000122,31-03-2024,52844.53,DEBIT,ATM,
5006251,1000122,21-12-2025,58003.05,DEBIT,NEFT,
5006252,1000122,19-04-2024,146380.58,CREDIT,BRANCH,
5006253,1000122,28-10-2024,159521.28,DEBIT,UPI,
5006254,1000122,22-06-2023,94346.15,CREDIT,UPI,
5006255,1000122,05-01-2026,91835.57,DEBIT,ATM,
5006256,1000122,30-09-2023,171932.68,CREDIT,UPI,
5006257,1000122,18-10-2023,2553.72,CREDIT,ATM,
5006258,1000122,07-12-2023,192472.89,DEBIT,BRANCH,
5006259,1000122,08-03-2025,24073.24,CREDIT,BRANCH,
5006260,1000122,03-05-2025,24228.4,CREDIT,IMPS,
5006261,1000122,24-03-2023,83096.85,CREDIT,IMPS,
5006262,1000122,10-05-2023,111141.62,DEBIT,ATM,
5006263,1000122,20-04-2025,85361,CREDIT,IMPS,
5006264,1000122,23-11-2024,39552.4,DEBIT,UPI,
5006265,1000122,12-01-2024,128787.2,CREDIT,ATM,
5006266,1000122,12-02-2025,132468.38,DEBIT,ATM,
5006267,1000122,20-10-2023,132043.57,DEBIT,UPI,
5006268,1000122,28-01-2024,197707.99,DEBIT,IMPS,
5006269,1000122,20-08-2024,130703.69,DEBIT,UPI,
5006270,1000122,16-02-2023,162283.93,DEBIT,BRANCH,
5006271,1000122,15-07-2025,22537.41,DEBIT,UPI,
5006272,1000122,16-08-2023,70329.26,DEBIT,UPI,
5006273,1000122,12-01-2025,23714.43,CREDIT,IMPS,
5006274,1000122,06-06-2023,111488.19,DEBIT,NEFT,
5006275,1000122,30-04-2024,111844.28,CREDIT,IMPS,
5006276,1000122,10-12-2023,50521.43,CREDIT,NEFT,
5006277,1000122,01-08-2025,137875.02,CREDIT,BRANCH,
5006278,1000122,02-02-2024,185146.98,CREDIT,BRANCH,
5006279,1000122,18-12-2023,114564.59,DEBIT,NEFT,
5006280,1000122,31-08-2024,99953.15,CREDIT,NEFT,
5006281,1000122,17-11-2024,152624.32,DEBIT,ATM,
5006282,1000122,29-02-2024,115261.3,DEBIT,ATM,
5006283,1000122,19-06-2023,85562.56,DEBIT,ATM,
5006284,1000122,31-12-2023,113612.81,DEBIT,BRANCH,
5006285,1000122,01-09-2023,14426.93,CREDIT,UPI,
5006286,1000122,20-07-2025,97130.98,CREDIT,NEFT,
5006287,1000122,10-02-2024,44050.76,CREDIT,BRANCH,
5006288,1000122,01-12-2025,191988.62,CREDIT,UPI,
5006289,1000122,17-01-2025,86498.99,DEBIT,IMPS,
5006290,1000122,21-12-2024,40136.78,CREDIT,ATM,
5006291,1000122,10-10-2023,23040.55,CREDIT,NEFT,
5006292,1000122,10-07-2025,15045.43,DEBIT,NEFT,
5006293,1000122,05-03-2024,61624.25,CREDIT,UPI,
5006294,1000123,08-01-2025,149889.28,DEBIT,UPI,
5006295,1000123,02-04-2023,123713.99,CREDIT,UPI,
5006296,1000123,23-12-2025,17451.83,CREDIT,BRANCH,
5006297,1000123,04-11-2023,19494.9,CREDIT,UPI,
5006298,1000123,21-06-2023,140821.94,DEBIT,BRANCH,
5006299,1000123,19-07-2025,68558.28,CREDIT,IMPS,
5006300,1000123,28-01-2023,132313.04,DEBIT,ATM,
5006301,1000123,30-11-2023,92384.9,DEBIT,ATM,
5006302,1000123,12-01-2025,195562.77,DEBIT,ATM,
5006303,1000123,21-05-2025,9058.65,DEBIT,IMPS,
5006304,1000123,25-06-2023,36281.79,DEBIT,IMPS,
5006305,1000123,23-09-2025,72798.49,CREDIT,BRANCH,
5006306,1000123,04-08-2023,196184.11,CREDIT,UPI,
5006307,1000123,03-06-2023,20756.48,CREDIT,UPI,
5006308,1000123,08-01-2024,183005.34,DEBIT,IMPS,
5006309,1000123,03-03-2025,153655.75,DEBIT,NEFT,
5006310,1000123,21-05-2025,23170.52,DEBIT,BRANCH,
5006311,1000123,06-07-2025,166715.69,DEBIT,ATM,
5006312,1000123,23-11-2024,125088.81,DEBIT,ATM,
5006313,1000123,09-01-2026,163440.4,DEBIT,BRANCH,
5006314,1000123,22-02-2024,81289.87,DEBIT,BRANCH,
5006315,1000123,11-09-2023,150877.23,DEBIT,BRANCH,
5006316,1000123,16-02-2024,134726.38,DEBIT,UPI,
5006317,1000123,30-03-2023,75731.52,CREDIT,BRANCH,
5006318,1000123,28-05-2024,165863.99,CREDIT,IMPS,
5006319,1000123,30-09-2023,54797.64,CREDIT,NEFT,
5006320,1000123,08-02-2025,76566.63,DEBIT,ATM,
5006321,1000123,15-04-2023,131587.69,CREDIT,UPI,
5006322,1000123,04-11-2023,161704.63,CREDIT,UPI,
5006323,1000123,22-02-2023,88917.74,CREDIT,ATM,
5006324,1000123,05-08-2024,163861.99,CREDIT,ATM,
5006325,1000123,11-08-2025,69806.65,CREDIT,IMPS,
5006326,1000123,04-07-2024,170741.07,CREDIT,UPI,
5006327,1000123,06-11-2025,143394.38,DEBIT,NEFT,
5006328,1000123,03-01-2024,48305.44,DEBIT,BRANCH,
5006329,1000123,07-01-2026,111853.68,DEBIT,BRANCH,
5006330,1000123,26-10-2023,62998.37,DEBIT,BRANCH,
5006331,1000123,07-08-2024,66586.59,DEBIT,ATM,
5006332,1000124,03-02-2024,55967.56,CREDIT,NEFT,
5006333,1000124,07-05-2023,105019.16,DEBIT,BRANCH,
5006334,1000124,02-11-2024,39784.4,DEBIT,ATM,
5006335,1000124,28-12-2024,37346.61,CREDIT,IMPS,
5006336,1000124,08-10-2023,120187.08,DEBIT,BRANCH,
5006337,1000124,23-10-2025,139340.66,DEBIT,NEFT,
5006338,1000124,22-05-2023,44321.12,DEBIT,UPI,
5006339,1000124,24-07-2025,70382.04,CREDIT,ATM,
5006340,1000124,28-10-2024,35376.75,CREDIT,UPI,
5006341,1000124,19-11-2025,62879.5,DEBIT,IMPS,
5006342,1000124,07-10-2023,72224.78,DEBIT,BRANCH,
5006343,1000124,08-07-2023,126346.36,DEBIT,IMPS,
5006344,1000124,01-06-2024,184908.83,DEBIT,ATM,
5006345,1000124,22-07-2024,138346.81,CREDIT,ATM,
5006346,1000124,18-08-2023,149126.12,DEBIT,IMPS,
5006347,1000124,30-04-2023,39353.37,CREDIT,BRANCH,
5006348,1000124,23-05-2023,52928.04,DEBIT,IMPS,
5006349,1000124,01-10-2025,141757.01,CREDIT,UPI,
5006350,1000124,29-08-2025,10721.79,DEBIT,IMPS,
5006351,1000124,23-04-2023,87270.32,DEBIT,BRANCH,
5006352,1000124,07-06-2025,136428.21,DEBIT,NEFT,
5006353,1000124,08-11-2023,59840.99,DEBIT,BRANCH,
5006354,1000124,18-06-2023,95181.53,CREDIT,IMPS,
5006355,1000124,22-02-2023,39302.64,DEBIT,NEFT,
5006356,1000124,28-08-2023,17484.65,DEBIT,UPI,
5006357,1000124,18-07-2023,172449.09,DEBIT,ATM,
5006358,1000124,02-02-2023,118028.92,CREDIT,NEFT,
5006359,1000124,14-02-2024,133752.85,CREDIT,IMPS,
5006360,1000124,02-10-2023,6389.28,CREDIT,NEFT,
5006361,1000124,15-10-2023,172150.45,DEBIT,ATM,
5006362,1000124,31-05-2023,12139.49,DEBIT,BRANCH,
5006363,1000124,18-05-2025,188290.86,DEBIT,IMPS,
5006364,1000124,24-10-2023,184491.98,CREDIT,BRANCH,
5006365,1000124,08-06-2025,25518.83,DEBIT,UPI,
5006366,1000124,04-01-2024,119664.42,DEBIT,UPI,
5006367,1000124,23-06-2025,139991.55,CREDIT,IMPS,
5006368,1000124,04-04-2023,82274.62,DEBIT,NEFT,
5006369,1000124,05-03-2024,183337.45,DEBIT,NEFT,
5006370,1000124,22-04-2023,115776.99,CREDIT,ATM,
5006371,1000124,05-01-2024,23865.16,DEBIT,ATM,
5006372,1000124,20-07-2024,8213.8,DEBIT,ATM,
5006373,1000124,03-02-2023,41036.74,DEBIT,UPI,
5006374,1000124,30-07-2023,106205.07,DEBIT,IMPS,
5006375,1000124,28-12-2025,45638.21,DEBIT,UPI,
5006376,1000124,16-06-2023,42652.69,CREDIT,UPI,
5006377,1000124,14-06-2024,138035.48,DEBIT,UPI,
5006378,1000124,30-07-2024,124057.2,DEBIT,BRANCH,
5006379,1000124,22-09-2025,122887.11,DEBIT,ATM,
5006380,1000124,19-03-2023,49009.38,CREDIT,ATM,
5006381,1000124,12-08-2024,49178.61,CREDIT,ATM,
5006382,1000124,16-04-2023,148853.96,DEBIT,BRANCH,
5006383,1000124,26-03-2023,165734.49,CREDIT,UPI,
5006384,1000124,25-10-2025,110187.64,CREDIT,UPI,
5006385,1000124,03-11-2024,4839.8,CREDIT,NEFT,
5006386,1000124,19-06-2023,125285.35,DEBIT,NEFT,
5006387,1000124,18-02-2024,30945.29,CREDIT,NEFT,
5006388,1000124,09-05-2025,148656.27,DEBIT,NEFT,
5006389,1000124,27-04-2025,121429.99,DEBIT,BRANCH,
5006390,1000124,18-10-2023,76250.43,DEBIT,BRANCH,
5006391,1000124,14-02-2025,182055.39,DEBIT,ATM,
5006392,1000124,27-01-2024,52984.2,DEBIT,IMPS,
5006393,1000124,19-11-2025,88061.37,CREDIT,NEFT,
5006394,1000124,26-01-2024,55071.94,CREDIT,NEFT,
5006395,1000124,15-01-2025,136539.34,DEBIT,IMPS,
5006396,1000124,27-11-2025,23539.13,CREDIT,BRANCH,
5006397,1000124,18-01-2024,43039.62,DEBIT,UPI,
5006398,1000124,10-01-2026,4447.23,DEBIT,NEFT,
5006399,1000124,26-01-2023,28049.3,DEBIT,ATM,
5006400,1000124,24-02-2023,25306.72,CREDIT,UPI,
5006401,1000124,01-02-2023,174903.53,CREDIT,NEFT,
5006402,1000124,19-09-2024,182014.02,DEBIT,UPI,
5006403,1000125,28-01-2023,57612.6,DEBIT,BRANCH,
5006404,1000125,14-01-2024,88720.83,CREDIT,BRANCH,
5006405,1000125,18-07-2023,177001.02,DEBIT,BRANCH,
5006406,1000125,17-03-2025,54215.51,CREDIT,UPI,
5006407,1000125,21-09-2024,105277.03,DEBIT,NEFT,
5006408,1000125,03-03-2025,97229.6,CREDIT,IMPS,
5006409,1000125,28-02-2023,174074.44,DEBIT,UPI,
5006410,1000125,24-04-2025,117396.96,CREDIT,NEFT,
5006411,1000125,22-03-2023,68691.87,CREDIT,UPI,
5006412,1000125,07-06-2023,137127.95,CREDIT,BRANCH,
5006413,1000125,09-08-2025,67341.87,DEBIT,NEFT,
5006414,1000125,06-09-2024,10774.84,DEBIT,BRANCH,
5006415,1000125,05-09-2023,145599.77,CREDIT,BRANCH,
5006416,1000125,17-03-2024,169000.96,DEBIT,BRANCH,
5006417,1000125,05-07-2023,77566.74,CREDIT,UPI,
5006418,1000125,19-12-2025,164920.21,CREDIT,BRANCH,
5006419,1000125,21-06-2024,117061.46,DEBIT,UPI,
5006420,1000125,17-11-2025,102108.68,DEBIT,UPI,
5006421,1000125,07-06-2024,81474.02,DEBIT,IMPS,
5006422,1000125,09-03-2024,5401.1,CREDIT,ATM,
5006423,1000125,10-01-2024,69366.62,DEBIT,IMPS,
5006424,1000125,26-12-2023,172195.49,DEBIT,NEFT,
5006425,1000125,14-09-2025,101582.53,CREDIT,IMPS,
5006426,1000125,19-07-2023,87755.93,DEBIT,ATM,
5006427,1000125,08-07-2023,125535.7,CREDIT,UPI,
5006428,1000125,18-12-2023,114906.06,DEBIT,UPI,
5006429,1000125,23-05-2025,25281.9,DEBIT,IMPS,
5006430,1000125,07-06-2024,147345.33,CREDIT,IMPS,
5006431,1000125,06-05-2023,119247.22,CREDIT,NEFT,
5006432,1000125,14-04-2023,12471.74,DEBIT,UPI,
5006433,1000125,04-01-2024,119989.09,DEBIT,UPI,
5006434,1000125,19-09-2023,92395.93,DEBIT,NEFT,
5006435,1000125,09-08-2023,85302.99,DEBIT,BRANCH,
5006436,1000125,20-02-2024,157629.02,CREDIT,ATM,
5006437,1000125,23-05-2025,30849.9,DEBIT,IMPS,
5006438,1000125,15-02-2024,180332.49,CREDIT,ATM,
5006439,1000125,20-08-2023,89377.96,CREDIT,NEFT,
5006440,1000125,11-12-2023,60260.11,CREDIT,IMPS,
5006441,1000125,19-04-2023,29547.68,DEBIT,UPI,
5006442,1000126,12-09-2025,188385.66,CREDIT,NEFT,
5006443,1000126,01-12-2024,55297.19,DEBIT,NEFT,
5006444,1000126,26-09-2025,67830.02,CREDIT,UPI,
5006445,1000126,13-09-2024,158071.63,DEBIT,BRANCH,
5006446,1000126,01-03-2024,177551.65,DEBIT,ATM,
5006447,1000126,31-12-2024,191645.94,DEBIT,BRANCH,
5006448,1000126,05-11-2024,40747.29,CREDIT,ATM,
5006449,1000126,22-09-2023,82981.51,DEBIT,BRANCH,
5006450,1000126,20-01-2024,151737.59,DEBIT,BRANCH,
5006451,1000126,15-07-2025,6042.36,DEBIT,NEFT,
5006452,1000126,27-05-2024,40224.56,DEBIT,UPI,
5006453,1000126,14-03-2024,136114.48,DEBIT,IMPS,
5006454,1000126,11-07-2025,125168.16,DEBIT,BRANCH,
5006455,1000126,01-10-2024,44652.35,DEBIT,NEFT,
5006456,1000126,09-09-2024,174074.57,CREDIT,ATM,
5006457,1000126,06-11-2025,104726.26,CREDIT,BRANCH,
5006458,1000126,19-03-2023,109287.02,CREDIT,NEFT,
5006459,1000126,22-07-2025,6730.72,DEBIT,BRANCH,
5006460,1000126,11-12-2024,119463.59,DEBIT,UPI,
5006461,1000126,25-11-2024,34683.65,DEBIT,UPI,
5006462,1000126,11-10-2025,6644.01,CREDIT,IMPS,
5006463,1000126,31-10-2024,188089.18,DEBIT,ATM,
5006464,1000126,23-10-2025,37028.95,DEBIT,IMPS,
5006465,1000126,17-07-2023,103776.06,CREDIT,NEFT,
5006466,1000126,24-01-2023,123006.9,DEBIT,UPI,
5006467,1000126,12-07-2023,103970.64,CREDIT,ATM,
5006468,1000126,06-07-2023,86483.77,DEBIT,UPI,
5006469,1000126,17-04-2025,147842.69,DEBIT,UPI,
5006470,1000126,06-03-2023,139886.93,DEBIT,IMPS,
5006471,1000126,13-10-2023,87021.21,DEBIT,IMPS,
5006472,1000126,26-09-2023,61425.47,CREDIT,UPI,
5006473,1000126,15-06-2023,129666.42,DEBIT,IMPS,
5006474,1000127,11-04-2023,119874.23,DEBIT,IMPS,
5006475,1000127,28-07-2023,118796.96,CREDIT,BRANCH,
5006476,1000127,12-07-2025,136635.72,DEBIT,ATM,
5006477,1000127,09-05-2024,54561.6,DEBIT,UPI,
5006478,1000127,16-11-2023,105318.58,CREDIT,UPI,
5006479,1000127,10-08-2024,76835.24,CREDIT,BRANCH,
5006480,1000127,04-03-2024,49901.81,CREDIT,UPI,
5006481,1000127,07-08-2023,80704.9,CREDIT,IMPS,
5006482,1000127,26-06-2024,2096.87,DEBIT,ATM,
5006483,1000127,27-12-2025,169385.77,CREDIT,ATM,
5006484,1000127,18-07-2024,153146.2,DEBIT,ATM,
5006485,1000127,15-09-2023,133551,CREDIT,NEFT,
5006486,1000127,14-05-2025,132274.58,DEBIT,IMPS,
5006487,1000127,26-03-2025,48636.5,CREDIT,IMPS,
5006488,1000127,22-07-2024,76772.55,DEBIT,IMPS,
5006489,1000127,03-10-2025,45349.96,DEBIT,ATM,
5006490,1000127,15-07-2024,10694.09,DEBIT,NEFT,
5006491,1000127,27-11-2024,102960.49,DEBIT,UPI,
5006492,1000127,17-02-2023,192734.07,DEBIT,IMPS,
5006493,1000127,05-10-2025,185652.05,CREDIT,UPI,
5006494,1000127,22-11-2023,137312.89,CREDIT,UPI,
5006495,1000127,13-07-2023,132535.34,CREDIT,UPI,
5006496,1000127,21-06-2023,100508.02,DEBIT,NEFT,
5006497,1000127,30-09-2025,177344.14,DEBIT,IMPS,
5006498,1000127,31-10-2023,127458.41,DEBIT,ATM,
5006499,1000127,02-08-2024,127847.56,CREDIT,UPI,
5006500,1000127,05-11-2024,193624.64,CREDIT,IMPS,
5006501,1000127,07-06-2023,7332.37,DEBIT,UPI,
5006502,1000127,13-08-2023,71058.58,CREDIT,UPI,
5006503,1000127,20-01-2025,8510.08,DEBIT,NEFT,
5006504,1000127,11-03-2023,86287.19,DEBIT,NEFT,
5006505,1000127,25-12-2023,27500.74,DEBIT,NEFT,
5006506,1000127,13-07-2025,114351.25,DEBIT,NEFT,
5006507,1000127,22-02-2024,81799.14,CREDIT,IMPS,
5006508,1000127,17-10-2024,63353.94,CREDIT,UPI,
5006509,1000127,09-10-2025,108707.44,CREDIT,IMPS,
5006510,1000127,03-01-2025,166599.49,CREDIT,BRANCH,
5006511,1000127,20-05-2023,179813.6,DEBIT,IMPS,
5006512,1000127,02-01-2025,170848.98,CREDIT,NEFT,
5006513,1000127,26-06-2024,25814.9,DEBIT,NEFT,
5006514,1000127,15-01-2026,80472.24,CREDIT,BRANCH,
5006515,1000127,13-08-2025,147348.88,DEBIT,NEFT,
5006516,1000127,05-01-2024,30262.7,CREDIT,BRANCH,
5006517,1000127,20-07-2024,69946.87,CREDIT,UPI,
5006518,1000127,09-10-2023,72401.81,DEBIT,UPI,
5006519,1000127,22-04-2025,94642.65,CREDIT,UPI,
5006520,1000127,23-08-2023,19181.72,DEBIT,UPI,
5006521,1000127,03-11-2024,63340.18,CREDIT,IMPS,
5006522,1000127,19-10-2025,62456.64,CREDIT,ATM,
5006523,1000127,13-05-2023,146328.07,CREDIT,UPI,
5006524,1000127,11-05-2025,44204.02,DEBIT,NEFT,
5006525,1000127,11-03-2025,179429.68,CREDIT,NEFT,
5006526,1000127,19-10-2023,109974.44,DEBIT,UPI,
5006527,1000127,03-12-2024,164630.06,DEBIT,ATM,
5006528,1000127,16-09-2024,193287.01,DEBIT,UPI,
5006529,1000127,02-09-2024,16582.79,DEBIT,UPI,
5006530,1000127,27-08-2024,159979.99,DEBIT,ATM,
5006531,1000127,29-09-2023,70310.43,CREDIT,IMPS,
5006532,1000127,22-10-2024,40289.2,DEBIT,ATM,
5006533,1000127,21-01-2024,67983.53,DEBIT,IMPS,
5006534,1000127,23-08-2024,90765.15,DEBIT,IMPS,
5006535,1000127,09-09-2023,91407.72,DEBIT,NEFT,
5006536,1000127,10-09-2024,81066.24,CREDIT,NEFT,
5006537,1000127,30-03-2025,90966.19,DEBIT,NEFT,
5006538,1000127,03-01-2026,177857.41,DEBIT,ATM,
5006539,1000127,26-04-2023,8381.77,DEBIT,UPI,
5006540,1000127,17-06-2023,191388.65,CREDIT,IMPS,
5006541,1000127,01-08-2025,139579.96,DEBIT,ATM,
5006542,1000128,30-11-2024,162048.07,CREDIT,UPI,
5006543,1000128,30-12-2024,114891.2,DEBIT,IMPS,
5006544,1000128,15-12-2025,125947.28,DEBIT,BRANCH,
5006545,1000128,20-06-2024,146828.49,CREDIT,NEFT,
5006546,1000128,14-09-2023,66202.87,CREDIT,ATM,
5006547,1000128,21-05-2024,37709.68,CREDIT,BRANCH,
5006548,1000128,10-10-2024,6461.84,DEBIT,ATM,
5006549,1000128,25-07-2024,82482.36,DEBIT,UPI,
5006550,1000128,12-03-2024,147856.15,DEBIT,IMPS,
5006551,1000128,09-11-2025,60952.2,CREDIT,NEFT,
5006552,1000128,28-03-2024,142033.47,DEBIT,NEFT,
5006553,1000128,11-04-2024,19750.32,CREDIT,IMPS,
5006554,1000128,15-06-2024,78300.58,DEBIT,IMPS,
5006555,1000128,16-10-2024,196105.22,DEBIT,IMPS,
5006556,1000128,05-01-2026,63176.06,CREDIT,UPI,
5006557,1000128,09-05-2024,38741.88,CREDIT,NEFT,
5006558,1000128,13-01-2026,115548.9,DEBIT,UPI,
5006559,1000128,19-05-2025,81153.81,CREDIT,IMPS,
5006560,1000128,10-07-2023,185818.78,DEBIT,IMPS,
5006561,1000128,06-07-2025,157268.63,DEBIT,UPI,
5006562,1000128,31-07-2023,12344.46,CREDIT,UPI,
5006563,1000128,05-02-2025,110382.28,CREDIT,IMPS,
5006564,1000128,10-11-2024,184089.12,CREDIT,BRANCH,
5006565,1000128,31-05-2023,18552.29,CREDIT,BRANCH,
5006566,1000128,14-12-2023,76167.41,DEBIT,ATM,
5006567,1000128,23-07-2023,75026.4,DEBIT,NEFT,
5006568,1000128,14-04-2023,190370.36,DEBIT,BRANCH,
5006569,1000128,16-09-2024,6153.79,CREDIT,NEFT,
5006570,1000128,08-02-2024,144235.72,CREDIT,BRANCH,
5006571,1000128,31-07-2025,154901.67,CREDIT,BRANCH,
5006572,1000128,27-12-2024,49507.38,CREDIT,ATM,
5006573,1000128,11-11-2024,199005.35,DEBIT,ATM,
5006574,1000128,22-11-2025,103850.48,CREDIT,UPI,
5006575,1000128,14-05-2024,8679.92,DEBIT,UPI,
5006576,1000128,23-01-2024,165615.53,CREDIT,UPI,
5006577,1000128,30-11-2024,186282.57,DEBIT,NEFT,
5006578,1000128,06-04-2023,170505.76,CREDIT,UPI,
5006579,1000128,05-01-2026,115331.03,DEBIT,NEFT,
5006580,1000128,03-06-2023,107620.03,CREDIT,ATM,
5006581,1000128,23-03-2025,130527.96,CREDIT,ATM,
5006582,1000128,06-06-2025,116214.29,CREDIT,ATM,
5006583,1000128,26-11-2025,152029.38,CREDIT,ATM,
5006584,1000128,08-09-2025,24300.15,DEBIT,NEFT,
5006585,1000128,23-05-2025,5326.59,CREDIT,IMPS,
5006586,1000128,10-08-2023,167695.54,DEBIT,NEFT,
5006587,1000128,27-06-2024,168871.17,DEBIT,BRANCH,
5006588,1000128,03-09-2025,130753.42,DEBIT,IMPS,
5006589,1000128,15-04-2025,99943.85,DEBIT,IMPS,
5006590,1000128,03-02-2023,4873.44,CREDIT,BRANCH,
5006591,1000129,11-06-2023,164664.96,CREDIT,NEFT,
5006592,1000129,29-07-2025,55542.17,DEBIT,IMPS,
5006593,1000129,21-11-2023,101328.77,CREDIT,NEFT,
5006594,1000129,17-06-2025,112655.47,DEBIT,BRANCH,
5006595,1000129,20-10-2023,61216.44,DEBIT,ATM,
5006596,1000129,13-07-2023,40495.96,DEBIT,BRANCH,
5006597,1000129,08-01-2024,78099.18,CREDIT,NEFT,
5006598,1000129,10-02-2025,29901.81,DEBIT,NEFT,
5006599,1000129,25-11-2024,73710.56,DEBIT,BRANCH,
5006600,1000129,22-06-2023,159426.26,CREDIT,BRANCH,
5006601,1000129,26-01-2025,70373.58,DEBIT,UPI,
5006602,1000129,16-06-2025,84911.93,CREDIT,BRANCH,
5006603,1000129,19-09-2023,127810.49,DEBIT,BRANCH,
5006604,1000129,16-05-2025,110221.8,CREDIT,ATM,
5006605,1000129,07-04-2023,52464.94,DEBIT,UPI,
5006606,1000129,02-04-2023,90252.81,DEBIT,BRANCH,
5006607,1000129,07-03-2024,130938.34,DEBIT,BRANCH,
5006608,1000129,24-09-2024,74600.1,CREDIT,BRANCH,
5006609,1000129,02-06-2023,150357.59,DEBIT,IMPS,
5006610,1000129,06-11-2025,168478.56,CREDIT,NEFT,
5006611,1000129,02-12-2023,178417.15,DEBIT,BRANCH,
5006612,1000129,11-05-2025,29783.33,CREDIT,NEFT,
5006613,1000129,20-07-2025,113741.03,CREDIT,BRANCH,
5006614,1000129,27-12-2024,42203.23,DEBIT,NEFT,
5006615,1000129,09-11-2024,125441.37,DEBIT,BRANCH,
5006616,1000129,15-05-2023,111384.44,DEBIT,ATM,
5006617,1000129,28-01-2023,26564.31,CREDIT,ATM,
5006618,1000129,15-12-2023,46466.95,DEBIT,UPI,
5006619,1000129,19-01-2025,84733.96,DEBIT,IMPS,
5006620,1000129,01-07-2024,155121.63,CREDIT,UPI,
5006621,1000129,11-05-2023,100860.95,DEBIT,BRANCH,
5006622,1000129,02-03-2025,80676.03,CREDIT,BRANCH,
5006623,1000129,11-12-2024,58112.05,DEBIT,ATM,
5006624,1000129,03-10-2024,114138.56,DEBIT,IMPS,
5006625,1000129,12-04-2025,115822.88,DEBIT,ATM,
5006626,1000129,10-03-2023,86328.72,CREDIT,NEFT,
5006627,1000129,05-09-2024,113553.22,DEBIT,ATM,
5006628,1000129,16-12-2023,167307.73,CREDIT,NEFT,
5006629,1000129,11-04-2024,65165.07,DEBIT,ATM,
5006630,1000129,06-05-2023,156205.89,DEBIT,ATM,
5006631,1000129,13-05-2024,40807.81,CREDIT,UPI,
5006632,1000129,11-11-2024,60396.8,DEBIT,UPI,
5006633,1000129,29-08-2024,100605.72,CREDIT,NEFT,
5006634,1000129,13-03-2024,99015.99,DEBIT,BRANCH,
5006635,1000129,05-04-2025,179991.32,DEBIT,NEFT,
5006636,1000129,11-07-2024,103138.07,CREDIT,IMPS,
5006637,1000129,01-12-2023,118325.25,CREDIT,ATM,
5006638,1000129,28-01-2024,198362.67,DEBIT,BRANCH,
5006639,1000129,11-08-2024,39455.97,DEBIT,ATM,
5006640,1000130,07-12-2023,177987.94,CREDIT,NEFT,
5006641,1000130,17-02-2023,107444.57,DEBIT,ATM,
